id,source,language,original_label,text,link
11,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- تغريدة منتشرة بشكل كبير جدًا منسوبة للفنان محمد هنيدي، مكتوب فيها: ""فلانتاين ايه اللى عايزين تحتفلوا بيه ده مصر الاولى عالميا في نسب الطلاق والأولى بردو فى معلش نستحمل عشان العيال"".",https://matsda2sh.com/details/6203/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%BA%D8%B1%D9%8A%D8%AF%D8%A9-%D9%87%D9%86%D9%8A%D8%AF%D9%8A-%D8%B9%D9%86-%D8%A7%D9%84%D9%81%D9%84%D8%A7%D9%86%D8%AA%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D8%B7%D9%84%D8%A7%D9%82-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1
12,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- فيديو منتشر بشكل كبير جدًا لسيدة بتقول إن في حديث عن النبي محمد بيتكلم عن إن لو 15 رمضان وافق يوم جمعة، هتبدأ علامات يوم القيامة في الظهور، وهينزل مذنب على الأرض كل الناس هتحس به وهينتشر غاز الأمونيا لمدة 3 أيام، هيعمل للمسلم زكام وهيفجر دماغ غير المسلمين.",https://matsda2sh.com/details/5282/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A8%D8%AF%D8%A7%D9%8A%D8%A9-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D9%85%D8%A9-%D9%81%D9%8A-15-%D8%B1%D9%85%D8%B6%D8%A7%D9%86
13,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
""حزب النور متمسك بالختان لأنه أمر أباحه الله وأباحه الرسول، ليه نجرم أمر أباحه الله ورسوله والعلماء عبر الزمان"" أحمد حمدي- عضو مجلس النواب عن حزب النور- برنامج الحكاية - MBC مصر https://www.youtube.com/watch?v=Ct-esDXtgaw",https://matsda2sh.com/details/4050/%D9%87%D9%84-%D8%A3%D9%85%D8%B1-%D8%A7%D9%84%D9%84%D9%87-%D9%88%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%84-%D8%A8%D8%AE%D8%AA%D8%A7%D9%86-%D8%A7%D9%84%D8%A5%D9%86%D8%A7%D8%AB%D8%9F
14,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
بوست منتشر بشكل كبير جدًا، بيقول: ""#عاجل الحكومه 26 فبراير هو موعد انتهاء اجازه الفصل الدراسي الاول بعد قرار مد اسبوع اضافي""، ومرفق معه تصميمات من مواقع إخبارية مذكور فيها نفس الكلام.",https://matsda2sh.com/details/10812/%D9%84%D8%A7-%D9%82%D8%B1%D8%A7%D8%B1-%D8%A8%D9%85%D8%AF-%D8%A5%D8%AC%D8%A7%D8%B2%D8%A9-%D9%86%D8%B5%D9%81-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%84%D9%85%D8%AF%D8%A9-%D8%A3%D8%B3%D8%A8%D9%88%D8%B9-%D8%AD%D8%AA%D9%89-%D8%A7%D9%84%D8%A2%D9%86
15,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
تزامنًا مع وفاة المشير محمد حسين طنطاوي، انتشر بوست بيحكي ""حقيقة انتخابات الرئاسة عام 2012 في جولة الإعادة بين مرسي وشفيق""، وبينقل البوست على لسان المشير طنطاوي إن الفريق شفيق هو من فاز بالانتخابات بفارق 750 ألف صوت، لكن تم إعلان فوز مرسي خوفًا من الجماعات الإرهابية التي كانت تبعث برسائل تهديد.",https://matsda2sh.com/details/10249/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B4%D9%8A%D8%B1-%D8%B7%D9%86%D8%B7%D8%A7%D9%88%D9%8A-%D8%B9%D9%86-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%B9%D8%A7%D9%85-2012
16,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
""ترتيب الدول (في أعداد السياح) عام 2022…إزاي سوريا اللي الرئيس بيعايرنا طول ليل ونهار بها… تبقى 8.5 مليون سائح وإحنا عندنا…5.25 مليون"".
عماد البحيري - مقدم برنامج ""إيه الحكاية"" - قناة ""الشرق""",https://matsda2sh.com/details/12188/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD-%D8%B9%D9%85%D8%A7%D8%AF-%D8%A7%D9%84%D8%A8%D8%AD%D9%8A%D8%B1%D9%8A-%D8%B9%D9%86-%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1-%D9%88%D8%B3%D9%88%D8%B1%D9%8A%D8%A7
17,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- صورة منتشرة بشكل كبير جدًا لأنبوب ضخم وسط البحر، مع تعليق بيقول: ""اللحظات الأولى لتشغيل أول خط غاز مصري لتغذية أوروبا""، ومُرفق مع البوست لينك فيديو على يوتيوب.",https://matsda2sh.com/details/12152/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%B5%D9%88%D8%B1%D8%A9-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A3%D9%88%D9%84-%D8%AE%D8%B7-%D8%BA%D8%A7%D8%B2-%D9%85%D8%B5%D8%B1%D9%8A-%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9-%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-
18,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
تغريدة منتشرة بشكل كبير جدًا من حساب باسم الدكتورة ""إلهام فضالي""، بتقول: ""الحمد لله خبر جميل على الصبح النهاردة فوزت بأهم كشف فيزيائي لعام 2021 و تم ترشيحي لجائزة نوبل في الفيزياء"".",https://matsda2sh.com/details/10090/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%B1%D8%B4%D9%8A%D8%AD-%D8%A5%D9%84%D9%87%D8%A7%D9%85-%D9%81%D8%B6%D8%A7%D9%84%D9%8A-%D9%84%D8%AC%D8%A7%D8%A6%D8%B2%D8%A9-%D9%86%D9%88%D8%A8%D9%84
19,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- بوست منتشر بشكل كبير، بيقول: ""هو حقيقي من بداية شهر 7 كتب الكتاب المأذون هياخد 15 الف جنيه"".",https://matsda2sh.com/details/11751/%D9%84%D9%85-%D9%8A%D8%B5%D8%AF%D8%B1-%D9%82%D8%B1%D8%A7%D8%B1-%D8%A8%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D8%A3%D8%AC%D8%B1-%D8%A7%D9%84%D9%85%D8%A3%D8%B0%D9%88%D9%86-%D9%84%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8-%D8%A8%D9%80-15-%D8%A3%D9%84%D9%81-%D8%AC%D9%86%D9%8A%D9%87
20,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- تصميم منتشر بشكل كبير جدًا، عليه لوجو موقع ""الشروق""، ومكتوب فيه تصريحات منسوبة للبابا تواضروس الثاني، بيقول فيها: ""حزنت على مقتل شيرين أبو عاقلة، وكنت أودّ أن ألقاها في الملكوت، ولكنّها للأسف لن تدخله لأنها أرثوذكسيّة وليست كاثوليكية"".❌❌",https://matsda2sh.com/details/11588/%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD-%D8%A7%D9%84%D8%A8%D8%A7%D8%A8%D8%A7-%D8%AA%D9%88%D8%A7%D8%B6%D8%B1%D9%88%D8%B3-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-%D8%B9%D9%86-%D8%B4%D9%8A%D8%B1%D9%8A%D9%86-%D8%A3%D8%A8%D9%88-%D8%B9%D8%A7%D9%82%D9%84%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83
21,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
قال الإعلامي سيد توكل في برنامج مساء القاهرة المذاع على قناة مكملين: ""الكتاب ده (مذكرات جندي مصري على جبهة قناة السويس) ممنوع من النشر، يعني لو جيت تدور عليه في المكتبات مش هتلاقيه لإنه بيرصد فترة من فترات الصندوق الأسود في تاريخ العسكرية المصرية اللى هى فترة حر الاستنزاف""",https://matsda2sh.com/details/9813/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%85%D9%86%D8%B9-%D9%83%D8%AA%D8%A7%D8%A8-%D9%85%D8%B0%D9%83%D8%B1%D8%A7%D8%AA-%D8%AC%D9%86%D8%AF%D9%8A-%D9%85%D8%B5%D8%B1%D9%8A-%D9%81%D9%8A-%D8%AC%D8%A8%D9%87%D8%A9-%D9%82%D9%86%D8%A7%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%B3-%D9%85%D9%86-%D8%A7%D9%84%D9%86%D8%B4%D8%B1
22,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
""صافي أصول البنوك المصرية بالعملة الصعبة تخطى بالسالب 24 مليار دولار.. هتروح تسحب دولاراتك من البنك مش هتلاقيهم.. لو هتروح تاخد دولاراتك في الغالب هيقول لك خد رقم هزلي بالدولار والباقي خدها بالمصري"" 
عمرو واكد - ممثل مصري",https://matsda2sh.com/details/12950/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD-%D8%B9%D9%85%D8%B1%D9%88-%D9%88%D8%A7%D9%83%D8%AF-%D8%B9%D9%86-%D8%B9%D8%AC%D8%B2-%D8%A7%D9%84%D8%A3%D8%B5%D9%88%D9%84-%D8%A7%D9%84%D8%A3%D8%AC%D9%86%D8%A8%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%88%D9%83-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9
23,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
مش عارفين إيه حكاية الناس مع فريق يوفنتوس. من كام يوم بوفون كان الظابط عماد بيه غباشي، والنهارده أليغري بقى الإخواني مسعود الحناوي😂😂
- احنا بنحاول نتجاهل ده ونقول الناس بتهزر لكن لما بنلاقي انتشار كبير للبوستات دي وناس كتير بتصدق للاسف، بنتعامل معاها بجد.😀😀
-صفحة اسمها ""كلنا رجال الشرطة المصرية"" ناشرة صورة بتقول إنها لـ""مسعود الحناوي أحد قيادات جماعة الاخوان الإرهابية وتم القبض عليه النهارده أثناء إحدى العمليات في سيناء وعند القبض عليه شتم الرئيس عبد الفتاح السيسي ورفع شعار رابعة في وجه
الظابط"".❌❌",https://matsda2sh.com/details/8988/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D9%82%D8%A8%D8%B6-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A5%D8%AE%D9%88%D8%A7%D9%86%D9%8A-%D9%85%D8%B3%D8%B9%D9%88%D8%AF-%D8%A7%D9%84%D8%AD%D9%86%D8%A7%D9%88%D9%8A
24,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- صورة منتشرة بشكل كبير لطائرة أرضيتها زجاجية، مع تعليق: ""شركة خطوط الطيران العالمية فيرجن تبتكر أول طائرة ذات أرضية زجاجية شفافة لتمكن الركاب من التمتع بمشاهدة فريدة طوال الرحلة"".",https://matsda2sh.com/details/12240/%D8%A3%D9%88%D9%84-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9-%D8%B0%D8%A7%D8%AA-%D8%A3%D8%B1%D8%B6%D9%8A%D8%A9-%D8%B2%D8%AC%D8%A7%D8%AC%D9%8A%D8%A9-%D8%B4%D9%81%D8%A7%D9%81%D8%A9-%D9%83%D8%B0%D8%A8%D8%A9-%D8%A3%D8%A8%D8%B1%D9%8A%D9%84-
25,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- نشرت مواقع وصفحات إخبارية عدة خبرًا يفيد بإصابة حارس المنتخب الألماني وفريق بايرن ميونخ، مانويل نوير، بسرطان الجلد و""خضوعه لـ3 عمليات جراحية""، وهو الخبر الذي انتشر بشكل كبير عبر مواقع التواصل الاجتماعي، وفُهم منه إنه إصابة حديثة، وأثار الشكوك حول قدرة نوير على المشاركة في كأس العالم 2022.",https://matsda2sh.com/details/12248/%D9%85%D8%A7%D9%86%D9%88%D9%8A%D9%84-%D9%86%D9%88%D9%8A%D8%B1-%D8%AA%D8%B9%D8%A7%D9%81%D9%89-%D9%85%D9%86-%D8%A5%D8%B5%D8%A7%D8%A8%D8%AA%D9%87-%D8%A8%D8%A7%D9%84%D8%B3%D8%B1%D8%B7%D8%A7%D9%86
26,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
نشرت بعض صفحات مواقع التواصل الاجتماعي مقطعًا ادعى ناشروه أنه يصور فردًا من حركة حماس يهدد بتفجير كنيسة في مصر
الفيديو الأصلي المقتطع من سياقه:


#ISIS pledges to kill all Christians in #Egypt new propaganda video.#Christian #Jesus #Church #Copts pic.twitter.com/7z2GYa4T37
— Chris Tomson (@TheDaneChris) February 19, 2017",https://matsda2sh.com/details/12750/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D9%87%D8%AF%D9%8A%D8%AF-%D9%81%D8%B1%D8%AF-%D9%85%D9%86-%D8%AD%D8%B1%D9%83%D8%A9-%D8%AD%D9%85%D8%A7%D8%B3-%D8%A8%D8%AA%D9%81%D8%AC%D9%8A%D8%B1-%D9%83%D9%86%D9%8A%D8%B3%D8%A9-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1
27,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
بوست منتشر بشكل كبير جدًا فيه تصريح منسوب لوزير الدفاع التركي خلوصي أكار بيقول فيه: ""أقول للسيسي الذي يهددنا.. إننا قادرون على احتلال بلاده في 6 ساعات"".",https://matsda2sh.com/details/4908/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%AA%D9%87%D8%AF%D9%8A%D8%AF-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A-%D9%84%D9%85%D8%B5%D8%B1
28,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
تصميم منتشر بشكل كبير لصفحة ""الجزيرة - مصر""، مكتوب فيه: ""بوتين يهنئ قادة تحالف النيتو بمناسبة اليوم العالمي للمرأة"". ❌❌",https://matsda2sh.com/details/11117/%D8%AE%D8%A8%D8%B1-%D8%AA%D9%87%D9%86%D8%A6%D8%A9-%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%84%D9%82%D8%A7%D8%AF%D8%A9-%D8%AA%D8%AD%D8%A7%D9%84%D9%81-%D8%A7%D9%84%D9%86%D8%A7%D8%AA%D9%88-%D8%A8%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A-%D9%84%D9%84%D9%85%D8%B1%D8%A3%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83
29,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
بوست منتشر بيقول: #لما_الجزيرة_تبقي_متغاظة - ""وزير الدفاع السوداني المنقلب هو من اب سوداني وأم يهودية اسمها راشيل ليشع من يهود إثيوبيا وتلقى تمويلا من السيسي لعزل البشير وسجنه""..",https://matsda2sh.com/details/7107/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%86%D8%B3%D8%A8-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A-%D9%84%D8%A3%D9%85-%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
30,Arabic_Fake_News_Matsda2sh,ar,fake,"الإدعاء
- بوست منتشر بشكل كبير جدًا، ومعاه مجموعة من الصور لحادث إطلاق نار على سيارة وواضح إن في ضحايا، بيقول: ""مقتل مدرب منتخب جنوب افريقيا بعد عودته من بطولة أمم أفريقيا"".",https://matsda2sh.com/details/7689/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%85%D9%82%D8%AA%D9%84-%D9%85%D8%AF%D8%B1%D8%A8-%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D8%AC%D9%86%D9%88%D8%A8-%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7
