id,source,language,original_label,text
11,fake-real-arabic-news,ar,fake,أهالي قرية  البلينا  في سوهاج يلقون ميكروباصا  مدني  ا في النهر  كان ينقل عددا  من عناصر الشرطة المصرية إلى محافظة الأقصر
12,fake-real-arabic-news,ar,fake,فريق من علماء الفضاء السعودين ي نزلون أول مركبة فضائية على كوكب الأرض قام فريق من علماء الفضاء السعودين صباح اليوم  بإنزال أول مركبة فضائية على أحد كواكب المجموعة الشمسية  والمعروف بكوكب  الأرض  وز و دت المركبة بأربع عجلات مستديرة الشكل  تمك نها من السير على أرض الكوكب  إضافة  إلى ألواح عازلة من مادة الزجاج  تمك ن الرك اب من رؤية ما حولهم دون الحاجة لمغادرتها ويبعد الكوكب نحو ألف سنة ضوئية عن مركز مجرة درب التبانة  ويمتاز بتسارع جاذبية مقداره   متر في الثانية  وبتوف ره على طبق الكبس ة وكمي ات من النفط ويرى مراقبون  أن هذا الإنجاز ما كان ليرى النور لولا مشيئة العلماء الأمريكان  الذين قاموا بتزويد الفريق بسيارة هامر لإنزالها على شوارع وصحاري الكوكب لكن الشيخ العر يفي   أحد العلماء الشيوخ المسؤولين عن هذه الرحلة  أك د بالمقابل أنه وعلى الرغم من أن مشيئة العلماء الأمريكان كانت ضرورية لتحصيل المركبة   إل ا أن مشيئة اله هي التي فرضت أن تكون مشيئة العلماء الأمريكان كذلك  وبالتالي ما زلنا رابحين في معركتنا مع الكفر والكف ار  وتمك ن العلماء الشيوخ السعوديون في فترة زمنية قياسية ب عيد الإنزال  من تحديد اتجاه القبلة على الكوكب  عن طريق استخدام البوصلة  وباتوا الآن قادرين على توفير مجموعة واسعة من التعليمات والفتاوى  التي تعلق بالجنس والطعام والشراب وأصول التيم م على الكوكب في حين ما زال الغرب عالقا  بقضايا الانحلال الأسري وتفك المجتمع  ومحاولاته العبثية لمعرفة أصل الكون والوجود ويأتي هذا الإنجاز  بعد أيام قليلة من قيام الفريق الأوروبي بالهبوط بنجاح على متن المذنب  الذي لا يبعد سوى بضعة مليارات الكيلومترات عن الأرض  الأمر الذي أك د العريفي على هامشي ته وما زال الغرب يحاول الحاق بالإنجازات السعودية المتابعة  كالس ماح لمرأة بقيادة المركبات على كوكب الأرض  والقدرة على استخراج وبيع النفط الخام  باستخدام الماكينات الأمريكية والعم ال الوافدين كأسلوب حياة     الشيخ العال م العريفي  أحد أهم شيوخ القرن الواحد والعشرين  يمتاز بلحية جذ ابة  مك نته من ركوب موجة الشهرة بعد حصوله على لقب ملك جمال الشيوخ ويشتهر العريفي بنشاطه على مواقع التواصل الإجتماعي  ومواقفه الحاسمة والقاطعة تجاه الغرب الكافر والشيعة والمسيحين والملحدين والمرأة وغير المسلمين  من سكان غرب آسيا ومجمل أفريقيا
13,fake-real-arabic-news,ar,fake,هل تعلم ان العقرب هو حيوان لا يلد ولا يبيض  فكيف يتكاثر هذا الحيوان    تذهب انثى العقرب في مكانآ ما وحدها  ثم يحدث انفجار لظهرها   ويخرج الصغار من الظهر  تموت الام ويأكلون الصغار الام بعد موتها   هل تعلم ان العقرب إذا حاتطه النار يلدغ نفسه حتي الموت فقط قل  سبحان الله
14,fake-real-arabic-news,ar,fake,هل تجوز الصلاة بعد شرب البيبسي     لا تستغرب السؤال اقرأ  ستقام عليكم الحجة إذا لم توضحوا ذلك للمسلمين  لن أشرب بيبسي بعد اليوم    حسبنا الله و نعم الوكيل أحذروا يا مسلمين أرجوكم أنشروا لأن الموضوع خطير جدا هل تجوز الصلاة بعد شرب البيبسي     هل نجح الأمريكيون بالفعل في أن يضحكوا على ٢ مليار مسلم وعربي   وجعلوهم يشربوا طوال السنين مشروباتهم الغازية المصنعة من أمعاء الخنزير    سؤال يطرح نفسه بقوة و يحتاج الى إجابة      حيث أن مجمع البحوث الإسلامية أرسل عينات من المياة الغازية   البيبسي كوكاكولا   لتحليل مادة البيبسين الأساسيه في تركيبها لمعرفة تركيب تلك المياة الغازية   المرة الأولى التي أثير فيها الموضوع كان في الخمسينات حين تبنى الفتوى حزب مصر    احمد حسين  التي صرح بها حول تحريم البيبسي والكوكاكولا   لاحتوائها على مادة البيبسين التي تستخرج من أمعاء الخنزير وأدى ذلك الى كساد اقتصادي هائل للشركة المنتجه وفرعها في مصر بعد إحجام الشعب عن الشراء   ويقول د  الشكعة أنه بغض  النظر عن المطالبة بالمقاطعة للمنتجات الأمريكية والصهيونية فإن الوقت قد حان لتحليل البيبسي في معامل خاصة ومتعددة مع ضمان سرية أسمائها حتى لا تتدخل يد الرشاوي والتسهيلات للعب بنتائج التحليل      وذكر د  الشكعة أنه عاش في امريكا 6 سنوات عرف خلالها   أن مادة البيبسين تستخرج من أمعاء الخنزير   لتساعد من يشربون المشروب على الهضم     أكثر من ٢مليار مسلم يتناولون الخنزير وقد تكون أنت واحد منهم   إن تحريم الإسلام لتناول لحم وشحم الخنزير يعد إعجازا علميا سابقا لعصره     فناهيك عن أن هذا الحيوان الخسيس يأكل النجاسات      وأنه أكثر الحيوانات دياثة حيث يرى أنثاه تنكح أمامه ولا يتحرك ولا يغار     فأمعائه النجسة موادا تعمل على انتشار سرطان القولون والمستقيم والبروستاتا والرحم والمرارة والثدي والبنكرياس       وما خفي كان أعظم     إلى أي مدى تعد مواد البيبسي العالية التركيز     ضارة      حيث تم رسم علامة المواد الحارقة على البرميل         وحسبنا الله ونعم الوكيل
15,fake-real-arabic-news,ar,fake,رئيس نصف السودان يزور شقيقه رئيس ثلاثة أخماس سوريا وصل رئيس جمهوري  ة نصف السودان الم شير ع مر البشير إلى مطار دمشق في زيارة  رسمي  ة  التقى خلالها أخاه وشقيقه وحبيبه الدكتور الفريق أو  ل ركن الأمين العام لحزب البعث الرفيق الطليعي البطل بش  ار حافظ الأسد أبو حافظ رئيس ثلاثة أخماس سوريا ولقي الرئيس السوداني استقبالا  حافلا  من نظيره السوري  إذ إن  ها المر  ة الأولى التي يستقبل فيها الأخير زعيما  منذ اندلاع الأزمة  عدا بوتين  حتى وإن كان ي سيطر على نصف بلد فحسب  إل  ا أنه يأمل أن تشك  ل تلك الزيارة بداية لعودة سوريا إلى الساحة الدولي  ة  واستقبالها قادة آخرين  كرئيس إحدى حكومات ليبيا أو الرئيس اليمني أو الصومالي  وهكذا إلى أن يبادر لزيارته زعماء وازنون على غرار رئيس طاجيكستان واستعرض الرئيسان الإنجازات التي حقها البلدان خلال الفترة الماضية  حيث حرص البشير على تهنئة بش  ار بالخ مس الجديد الذي استعاده جيشه وحلفاؤه خلال السنة الأخيرة  م تمني ا  أن يراه المر  ة المقبلة وقد سيطر على أربعة أخماس سوريا  وأن يم د   اله بع مره ليرى ما لا يقل عن من الأراضي السوري  ة وقد أصبحت تحت يد سيادته فيما أشاد الرئيس بش  ار بحنكة وحكمة الرئيس البشير وعدم خسارته أي أجزاء جديدة منذ انفصال جنوب السودان المحل السياسي نامق طناطيني أشار إلى ع مق العلاقات التاريخي  ة بين البشير وبش  ار  وهي م ستمر  ة منذ أن كانت سوريا والسودان بلدين موح  دين لم ت قضم منهما قطعة واحدة  ولم تنقطع رغم الحروب الأهلي  ة والتشظ  ي  وبإذن اله  سيستمر الرجلان سمنا  على عسل حتى لو تقل  صت سيادتهما إلى ما دون الع شر  بل حتى لو لم يبق  تحت س لطتهما سوى الطريق الواصل بين المطار وقصريهما الرئاسين
16,fake-real-arabic-news,ar,fake,الشرطة البريطانية تقتل عربي مسلم فقط لأنة أوقف سيارتة في موقف المعاقين هذا جرام الغرب الصليبي ضد المسلمين لتصل الي الجميع مع رسالة قوية الي عباد الصليب والمتمسحين بأحذيتهم
17,fake-real-arabic-news,ar,fake,معلومة لايعرفها الكثير عن معجون الأسنان يوجد اسفل كل عبوة مربع بلون معين يشير إلى معلومة هامة في تكوينه الاسود   مصنوع من مواد كيمياوية فقط الاحمر   مصنوع من خليط من المواد الكيمياوية والمكونات الطبيعة الأزرق   مصنوع من مواد طبيعية ومستحضر دوائي الاخضر   مصنوع من مواد طبيعية بشكل كامل اكتب تم ليصلك الجديد وانشرها ليستفيد أصدقاءك
18,fake-real-arabic-news,ar,fake,أم تؤك  د لبائع أن  ها وجدت القطعة ذاتها عند جاره بخمس وثلاثين بدلا  من   مع أن  ها لا تساوي أكثر من وخذ متازين يعطيك العافية قالت الحاج  ة أم سمير لبائع في متجر  أزياء أسرار الأناقة لملبوسات  أن  ها وجدت القميص ذاته  بنفس الون والق ص ة والحجم  عند جاره الملاصق له  معروضا  بخمسة  وثلاثين وليس أربعين  مع أن   القميص لا يستحق أن ي صرف عليه أكثر من عشرين  وأن  ه تفض  ل هذه العشرة التي تكفيه وتزيد قليلا  وتقول أم سمير إن  ها ص عقت بطلب البائع أربعين مقابل أي  قطعة  بالمحل  لا شيء في الس وق يستحق أن أنفق عليه كل   هذا المال  لا الأبواب ولا الشبابيك ولا الج دران والديكورات ولا البائع ولا حتى صاحب المحل نفسه  فأنا لا آتي إلى هنا سوى رغبة  بفعل الخير  فأشتري بضاعته العفنة شفقة  عليه مع أن  ني لا أستخدمها سوى كماسح في منزلي  ومع ذلك يطلب هذا النص اب أربعين وكأنه يبيعني أونصة ذهب إنجليزي  وتؤكد أم سمير أن  ها كشفت كذب البائع بعدما حلف باله والأذان والقرآن والنعمة التي أمامه  م شيرا  لفنجان القهوة  أن كلفة القميص عليه ثمانية وثلاثون  عندها عرفت أن  ه يسعى لسد   عجزه وخساراته مني أنا  فهؤلاء الباعة طم  اعون ذكوريون ح قراء  ويظنون أنهم قادرون على خداعي وإجباري على التنازل عن أغلى ما أملك لمجر  د كوني أنثى  وند  دت أم سمير بوقاحة البائع التي وصلت به لطلب هذا الر قم  فهو يعرف أن   جاره  وجاره المقابل والجار في أو  ل السوق يبيعون القطعة ذاتها بخمسة وثلاثين مع جوربين وسروال داخلي وحب  ة حلوى  ويعرف أن  ني قادرة على دخول محال هم وشرائها من عندهم  ولكنه يعتقد أن   ازدحام الزبائن عنده يجعله في مصاف المحال الأجنبية التي لا أفكر بدخولها  وأعربت أم سمير عن رضاها عن السعر الذي أخذت به البضاعة  ثم نظرت إليها واستشاطت غضبا   أنظر إلى هذه القطعة  فقماشها ليس من نوعية متازة  وقلبتها لتنظر إلى داخلها  ومصنوعة في تركيا فوق ذلك من المؤك د أن ها لا تساوي أكثر من خمسة بأفضل حال  أسأل اله أن ينفق النقود التي سرقها مني على صحته
19,fake-real-arabic-news,ar,fake,الفتوحات الإسلامية تصل منطقة ضاحية الرشيد مراسلنا جاد البديري   انتهت البارحة إحدى أطول وأشرس الفتوحات التي خاضها المسلمون منذ فتح مكة ضد العرب الجاهلية عام م وأقدم جنود الإسلام على دخول غابة الجامعة الأردنية وقاموا بتحطيم أصنامها تبعا  لأوامر أمير المؤمنين ومن أهم نتائج هذا الفتح المبين اعتناق الآلاف من سكان ضاحية الرشيد الإسلام وقد أسر المجاهدون جميع طلاب كلية الفنون وأعضاء الهيئة التدرسية فيها  إلا أن المجاهدين عادوا وأخلوا سبيلهم بعد ذلك في لفتة إنسانية نبيلة على أن يعلم كل منهم من أطفال المسلمين القراءة والكتابة لكن سرعان ما أعادوا اعتقالهم وإعدامهم بعد ان رأوهم يعلمون الاطفال أنواعا  محرمة من الفنون مثل الرسم والتلوين وقد تضمنت الغنائم من كلية الفنون ملابس تنكرية لمسرحية تاريخية وأدوات نحت ومثاقب يدوية وكهربائية ومناشير وقر المجاهدون إرسال كل ما غنموه نصرة لإخوانهم في داعش لتوظيفها بما يرونه مناسبا يذكر أن جثة مجهولة وجدت مقطوعة الرأس لشاب أعدم خطأ  حين ظن المجاهدون أنه حبشي قاتل حمزة بن عبد المطلب ليتضح في وقت لاحق أنه طالب إثيوبي يتعلم العربية في مركز الغات و قد أعلن رئيس الجامعة تعليق الدوام طوال فترة الفتح على أن يعوض الدوام يوم السبت المقبل وبفتح آخر معاقل الجاهلية العربية في عام   تنتهي قصة هذة الطائفة الغريبة التى كانت تعبد الاصنام طوالهذا الوقت  وظهر الحق وزهقت آلهتهم الباطلة
20,fake-real-arabic-news,ar,fake,طفل يخبئ عيدياته كل ها ليتمك  ن من دفع فاتورة الكهرباء مستقبلا  عندما يكبر قام الطفل سامر عن ار بتخبئة عيدياته لمر ة الثانية هذا العام  إلى جانب مصروفه والأرباح الجانبية التي يجنيها عند ذهابه إلى الدك ان أو المخبز  آملا  أن يتمكن من دفع فاتورة الكهرباء عندما يكبر ويصبح مستقلا  وأك د الطفل الطموح أنه  ورغم رؤيته إخوانه عندما تزوجوا وفشلوا حت ى إطعام زوجاتهم أو أطفالهم  فإن معنوياته لم تراجع  إذا تمك نت من اد خار نصف ما أكسبه شهريا   ولم أنفق دخلي على الأكل والشرب والكماليات  فمن المكن أن أتمكن من دفع بضع فواتير كهرباء عندما أكبر وانتقل لسكن وحدي  من جانبه  أشاد رئيس الوزراء بعزيمة الطفل سامر  متمنيا  لو كان جميع المواطنين مثله يأملون بحياة كريمة ذات يوم  إذ كانوا سينشغلون بأمورهم بعيدا  عن ا وتركونا لاستراتيجياتنا وخطنا الوطنية ومؤتمراتنا وضرائبنا دون احتجاجات ومظاهرات  ولما كان هناك ربيع عربي ولا ثورات ولا قتل ولا سوريا ولا سيسي  إن دم الموتى كل ه على أيديهم  ومع ذلك ما زالوا يناموا قريري الأعين
21,fake-real-arabic-news,ar,fake,تحذير هام جدا  جدا  يجب الحرص على عدم شرب حبوب الباراسيتامول التي تأتي مكتوبة عليها   500 وهو باراسيتامول جديد ناصع البياض والأطباء اثبتت احتواءه على فيروس  ماشوبو  التي تعتبر واحدة من أخطر الفيروسات في العالم    لذا نهيب بكل من يقرأ هذا المنشور اذا شاهدتم هذا النوع من البراسيتول ابلاغ الجهات الأمنية بما فيها مراكز الشرطة القريبة منكم لأنقاذ الناس من هذا الفايروس القاتل   ملاحظة تأكدت من الخبر 100
22,fake-real-arabic-news,ar,fake,لن تصدق   طريقة مذهلة سحرية  فعالة لعلاج الآلام الجسم بأوراق الالمنيوم تبين أنا لورق الألمنيوم القدرة على تخفيف الأم الجسم  يمكن تخفيف الام العنق و اليدين و الركبتين و الذراع  و يعتبر علاج فعال لالتهاب المفاصل و والظهر غيره من الأمراض كما بامكان ورق الألمنيوم علاج الأم المفاصل و الظهر و الرقبة وذلك بتغليف مكان الألم بورق الألمنيوم  حيت يوجد تيار حيوي بمنطقة الألم النشطة في الجسم سيختفي بمجرد تغليف مكان الألم وتثبيته ورق الألمينوم جيدا  على أي مكان يؤلمك في جسم بورق الألمنيوم  الفترة التي يمكن تغليف أماكن الألم من الليل حتى الصباح و سيظهر لك الفرق و تخف حدة الألم
23,fake-real-arabic-news,ar,fake,عالم لبناني يكتشف سب الاحتباس الحراري تمك ن العالم البناني شادي زفزفونه من اكتشاف الم سب الحقيقي لاحتباس الحراري الذي ثقب طبقة الأوزون ور ف ع  مستويات الغازات الدفيئة وس ر  ب الأشع ة فوق البنفسجي ة الضار ة وي هد د بإذابة القطب المتجمد ورفع مستوى البحار وإغراق الم دن الساحلي ة الجميلة كبيروت وأكد شادي أن حدسه كعالم لبناني قاده لبحث في أثر الاجئين السورين على الإخلال بالتوازن البيئي والتسب بالاحتباس الحراري  اكتشفت أنهم ي دخنون السجائر والأرجيلة بشراهة وبتبغ ومعسل رديء ينتجان غاز ثاني أكسيد الكربون بمعدلات تفوق تلك التي ت صدرها المصانع والسيارات كما أنهم فاقموا من حدة الازدحامات المرورية  ما زاد المدة التي نقضيها في الشوارع ومحركات سياراتنا تحرق كميات أكبر من الوقود تؤدي لمزيد من التلوث  وأضاف  ي صدر هؤلاء كميات من غاز الميثان تفوق تلك التي تنبعث من أي فصيلة حيوانات تجدها في المزارع  فهم يعيشون لفترة أطول ويعتمدون في غذائهم على البقوليات التي تسب الغازات كالعدس والفول والح م ص وبالمناسبة  فإن الح م ص السوري مليء بالسوس والعفن والرطوبة وليس بجودة البناني الذي نضيف عليه م كونات طبيعي ة وليست م صن عة كالتي يستعملونها  واعتبر شادي أن دراسته ستقلب الطاولة وت عيد خلط الأوراق  ومن ي حاول تفنيدها شريك بالاحتباس الحراري  ومن المؤك د أنه من أصول سوري ة أو فلسطيني ة أو من إحدى الطوائف المحلية سيئة الذكر  واتهم شادي الع لماء غير البنانين بالتواطؤ مع الاجئين والسكوت عن خطرهم البيئي  طيلة فترة عملي كعالم لبناني لم أجد بحثا  واحدا  يربط السورين بالاحتباس الحراري والتصحر وانقراض أي فصيلة من الحيوانات وانفجار م فاعل تشرنوبل  وكأنهم يعيثون فسادا  بكوكب  آخر وليس في كوكبنا الجميل الأخضر الذي يعيش فيه البنانيون
